"geneSymbol","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"BICD1","BCK_eIF4E_RIP_2016.csv~1.2470",NA,"MG_eIF4E_OE_DSG_2018.csv~1.313"
"BICD2","BCK_eIF4E_RIP_2016.csv~1.452",NA,NA
"BIN3","BCK_eIF4E_RIP_2016.csv~1.3002",NA,"MG_eIF4E_OE_DSG_2018.csv~1.305"
"BLK","BCK_eIF4E_RIP_2016.csv~1.833",NA,NA
"BLMH","BCK_eIF4E_RIP_2016.csv~1.2139",NA,NA
"BLNK","BCK_eIF4E_RIP_2016.csv~1.276",NA,NA
"BMP8A","BCK_eIF4E_RIP_2016.csv~1.3304",NA,NA
"BMS1","BCK_eIF4E_RIP_2016.csv~1.599",NA,NA
"BMS1P20","BCK_eIF4E_RIP_2016.csv~1.2249",NA,NA
"BMS1P5","BCK_eIF4E_RIP_2016.csv~1.3760",NA,NA
"BNIPL","BCK_eIF4E_RIP_2016.csv~1.3338",NA,NA
"BOD1L1","BCK_eIF4E_RIP_2016.csv~1.2079",NA,NA
"BPNT1","BCK_eIF4E_RIP_2016.csv~1.338",NA,NA
"BPTF","BCK_eIF4E_RIP_2016.csv~1.795",NA,NA
"BRAP","BCK_eIF4E_RIP_2016.csv~1.948",NA,NA
"BRD1","BCK_eIF4E_RIP_2016.csv~1.390",NA,NA
"BRD2","BCK_eIF4E_RIP_2016.csv~1.928",NA,NA
"BRD3","BCK_eIF4E_RIP_2016.csv~1.3440",NA,NA
"BRD4","BCK_eIF4E_RIP_2016.csv~1.3115",NA,NA
"BRD7","BCK_eIF4E_RIP_2016.csv~1.1384",NA,NA
"BRD8","BCK_eIF4E_RIP_2016.csv~1.2824",NA,NA
"BRD9","BCK_eIF4E_RIP_2016.csv~1.3008",NA,NA
"BRF1","BCK_eIF4E_RIP_2016.csv~1.953",NA,NA
"BRPF1","BCK_eIF4E_RIP_2016.csv~1.2217",NA,NA
"BRPF3","BCK_eIF4E_RIP_2016.csv~1.2242",NA,NA
"BRSK1","BCK_eIF4E_RIP_2016.csv~1.1426",NA,NA
"BSDC1","BCK_eIF4E_RIP_2016.csv~1.1212",NA,NA
"BSPRY","BCK_eIF4E_RIP_2016.csv~1.792",NA,NA
"BTAF1","BCK_eIF4E_RIP_2016.csv~1.1611",NA,NA
"BTBD2","BCK_eIF4E_RIP_2016.csv~1.2528",NA,NA
"BTBD6","BCK_eIF4E_RIP_2016.csv~1.840",NA,NA
"BTG2","BCK_eIF4E_RIP_2016.csv~1.9",NA,NA
"BTK","BCK_eIF4E_RIP_2016.csv~1.2265",NA,NA
"BTNL9","BCK_eIF4E_RIP_2016.csv~1.2467",NA,NA
"BUB1B","BCK_eIF4E_RIP_2016.csv~1.272",NA,NA
"BUD13","BCK_eIF4E_RIP_2016.csv~1.2803",NA,NA
"BYSL","BCK_eIF4E_RIP_2016.csv~1.375",NA,NA
"BZRAP1","BCK_eIF4E_RIP_2016.csv~1.2576",NA,NA
"C10orf12","BCK_eIF4E_RIP_2016.csv~1.1149",NA,NA
"C10orf2","BCK_eIF4E_RIP_2016.csv~1.2741",NA,NA
"C10orf71","BCK_eIF4E_RIP_2016.csv~1.3541",NA,NA
"C11orf24","BCK_eIF4E_RIP_2016.csv~1.1395",NA,NA
"C11orf30","BCK_eIF4E_RIP_2016.csv~1.86",NA,NA
"C11orf42","BCK_eIF4E_RIP_2016.csv~1.3757",NA,NA
"C11orf48","BCK_eIF4E_RIP_2016.csv~1.2278",NA,NA
"C11orf80","BCK_eIF4E_RIP_2016.csv~1.1012",NA,NA
"C12orf43","BCK_eIF4E_RIP_2016.csv~1.2153",NA,NA
"C14orf159","BCK_eIF4E_RIP_2016.csv~1.87",NA,NA
"C14orf93","BCK_eIF4E_RIP_2016.csv~1.1585",NA,NA
"C16orf3","BCK_eIF4E_RIP_2016.csv~1.3852",NA,NA
"C16orf58","BCK_eIF4E_RIP_2016.csv~1.2117",NA,NA
"C16orf62","BCK_eIF4E_RIP_2016.csv~1.927",NA,NA
"C16orf70","BCK_eIF4E_RIP_2016.csv~1.2791",NA,NA
"C17orf100","BCK_eIF4E_RIP_2016.csv~1.3131",NA,NA
"C17orf53","BCK_eIF4E_RIP_2016.csv~1.2283",NA,NA
"C17orf85","BCK_eIF4E_RIP_2016.csv~1.2898",NA,NA
"C17orf97","BCK_eIF4E_RIP_2016.csv~1.3745",NA,NA
"C18orf8","BCK_eIF4E_RIP_2016.csv~1.1368",NA,NA
"C19orf18","BCK_eIF4E_RIP_2016.csv~1.3807",NA,NA
"C19orf44","BCK_eIF4E_RIP_2016.csv~1.2593",NA,NA
"C19orf54","BCK_eIF4E_RIP_2016.csv~1.3232",NA,NA
"C19orf55","BCK_eIF4E_RIP_2016.csv~1.2846",NA,NA
"C19orf66","BCK_eIF4E_RIP_2016.csv~1.2934",NA,NA
"C19orf68","BCK_eIF4E_RIP_2016.csv~1.3642",NA,NA
"C19orf80","BCK_eIF4E_RIP_2016.csv~1.3838",NA,NA
"C1QTNF6","BCK_eIF4E_RIP_2016.csv~1.3825",NA,NA
"C1S","BCK_eIF4E_RIP_2016.csv~1.3704",NA,NA
"C1orf162","BCK_eIF4E_RIP_2016.csv~1.3370",NA,NA
"C1orf174","BCK_eIF4E_RIP_2016.csv~1.3230",NA,NA
"C1orf216","BCK_eIF4E_RIP_2016.csv~1.2388",NA,NA
"C1orf228","BCK_eIF4E_RIP_2016.csv~1.3019",NA,NA
"C1orf35","BCK_eIF4E_RIP_2016.csv~1.2764",NA,NA
"C20orf203","BCK_eIF4E_RIP_2016.csv~1.3373",NA,NA
"C20orf96","BCK_eIF4E_RIP_2016.csv~1.3456",NA,NA
"C21orf58","BCK_eIF4E_RIP_2016.csv~1.1087",NA,NA
"C21orf59","BCK_eIF4E_RIP_2016.csv~1.2951",NA,NA
"C22orf23","BCK_eIF4E_RIP_2016.csv~1.3707",NA,NA
"C22orf39","BCK_eIF4E_RIP_2016.csv~1.1551",NA,NA
"C22orf46","BCK_eIF4E_RIP_2016.csv~1.3842",NA,NA
"C2CD2","BCK_eIF4E_RIP_2016.csv~1.1768",NA,NA
"C2CD2L","BCK_eIF4E_RIP_2016.csv~1.2259",NA,NA
"C2CD3","BCK_eIF4E_RIP_2016.csv~1.1003",NA,NA
"C2orf48","BCK_eIF4E_RIP_2016.csv~1.3624",NA,NA
"C2orf68","BCK_eIF4E_RIP_2016.csv~1.755",NA,NA
"C3orf20","BCK_eIF4E_RIP_2016.csv~1.826",NA,NA
"C3orf62","BCK_eIF4E_RIP_2016.csv~1.3620",NA,NA
"C6orf106","BCK_eIF4E_RIP_2016.csv~1.249",NA,NA
"C6orf136","BCK_eIF4E_RIP_2016.csv~1.1986",NA,NA
"C6orf89","BCK_eIF4E_RIP_2016.csv~1.1686",NA,NA
"C9orf114","BCK_eIF4E_RIP_2016.csv~1.2092",NA,NA
"C9orf78","BCK_eIF4E_RIP_2016.csv~1.2918",NA,NA
"C9orf91","BCK_eIF4E_RIP_2016.csv~1.1044",NA,NA
"CA5B","BCK_eIF4E_RIP_2016.csv~1.3279",NA,NA
"CA9","BCK_eIF4E_RIP_2016.csv~1.447",NA,NA
"CABIN1","BCK_eIF4E_RIP_2016.csv~1.654",NA,NA
"CABLES2","BCK_eIF4E_RIP_2016.csv~1.3126",NA,NA
"CACNA1C","BCK_eIF4E_RIP_2016.csv~1.1745",NA,NA
"CACNA1F","BCK_eIF4E_RIP_2016.csv~1.3749",NA,NA
"CACNB1","BCK_eIF4E_RIP_2016.csv~1.1272",NA,"MG_eIF4E_OE_DSG_2018.csv~1.63"
"CACNB3","BCK_eIF4E_RIP_2016.csv~1.3040",NA,NA
"CACTIN","BCK_eIF4E_RIP_2016.csv~1.793",NA,NA
"CALCOCO1","BCK_eIF4E_RIP_2016.csv~1.2723",NA,NA
"CALCOCO2","BCK_eIF4E_RIP_2016.csv~1.1847",NA,NA
"CALM3","BCK_eIF4E_RIP_2016.csv~1.496",NA,NA
"CAMK1","BCK_eIF4E_RIP_2016.csv~1.3684",NA,NA
"CAMK2G","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA
"CAMKK1","BCK_eIF4E_RIP_2016.csv~1.2294",NA,NA
"CAMKK2","BCK_eIF4E_RIP_2016.csv~1.2109",NA,NA
"CAMSAP1","BCK_eIF4E_RIP_2016.csv~1.586",NA,NA
"CAMSAP3","BCK_eIF4E_RIP_2016.csv~1.2974",NA,NA
"CAMTA2","BCK_eIF4E_RIP_2016.csv~1.2933",NA,NA
"CAPN12","BCK_eIF4E_RIP_2016.csv~1.2751",NA,NA
"CAPN15","BCK_eIF4E_RIP_2016.csv~1.2513",NA,NA
"CAPN5","BCK_eIF4E_RIP_2016.csv~1.3829",NA,NA
"CAPRIN2","BCK_eIF4E_RIP_2016.csv~1.1220",NA,NA
"CAPS","BCK_eIF4E_RIP_2016.csv~1.3222",NA,NA
"CAPZB","BCK_eIF4E_RIP_2016.csv~1.1214",NA,NA
"CARD11","BCK_eIF4E_RIP_2016.csv~1.3732",NA,NA
"CARD8","BCK_eIF4E_RIP_2016.csv~1.661",NA,NA
"CARKD","BCK_eIF4E_RIP_2016.csv~1.202",NA,NA
"CARM1","BCK_eIF4E_RIP_2016.csv~1.1546",NA,NA
"CARS","BCK_eIF4E_RIP_2016.csv~1.1945",NA,NA
"CARS2","BCK_eIF4E_RIP_2016.csv~1.1240",NA,NA
"CASC3","BCK_eIF4E_RIP_2016.csv~1.3178",NA,NA
"CASK","BCK_eIF4E_RIP_2016.csv~1.1059",NA,NA
"CASKIN1","BCK_eIF4E_RIP_2016.csv~1.2464",NA,NA
"CASP2","BCK_eIF4E_RIP_2016.csv~1.2127",NA,NA
"CASZ1","BCK_eIF4E_RIP_2016.csv~1.3459",NA,NA
"CAT","BCK_eIF4E_RIP_2016.csv~1.1190",NA,NA
"CATSPER2","BCK_eIF4E_RIP_2016.csv~1.3225",NA,NA
"CBFA2T2","BCK_eIF4E_RIP_2016.csv~1.2811",NA,NA
"CBFA2T3","BCK_eIF4E_RIP_2016.csv~1.3647",NA,NA
"CBL","BCK_eIF4E_RIP_2016.csv~1.1954",NA,NA
"CBLN3","BCK_eIF4E_RIP_2016.csv~1.3141",NA,NA
"CBS","BCK_eIF4E_RIP_2016.csv~1.1539",NA,NA
"CBWD2","BCK_eIF4E_RIP_2016.csv~1.350",NA,NA
"CBX1","BCK_eIF4E_RIP_2016.csv~1.1572",NA,NA
"CBX4","BCK_eIF4E_RIP_2016.csv~1.2286",NA,NA
"CBX5","BCK_eIF4E_RIP_2016.csv~1.275",NA,"MG_eIF4E_OE_DSG_2018.csv~1.73"
"CBX7","BCK_eIF4E_RIP_2016.csv~1.751",NA,NA
"CBY1","BCK_eIF4E_RIP_2016.csv~1.1527",NA,NA
"CC2D1A","BCK_eIF4E_RIP_2016.csv~1.2621",NA,NA
"CC2D1B","BCK_eIF4E_RIP_2016.csv~1.934",NA,NA
"CCAR1","BCK_eIF4E_RIP_2016.csv~1.663",NA,NA
"CCAR2","BCK_eIF4E_RIP_2016.csv~1.1068",NA,NA
"CCBL1","BCK_eIF4E_RIP_2016.csv~1.676",NA,NA
"CCDC11","BCK_eIF4E_RIP_2016.csv~1.3733",NA,NA
"CCDC114","BCK_eIF4E_RIP_2016.csv~1.3321",NA,NA
"CCDC120","BCK_eIF4E_RIP_2016.csv~1.2875",NA,NA
"CCDC125","BCK_eIF4E_RIP_2016.csv~1.2082",NA,NA
"CCDC130","BCK_eIF4E_RIP_2016.csv~1.1150",NA,NA
"CCDC136","BCK_eIF4E_RIP_2016.csv~1.3529",NA,NA
"CCDC137","BCK_eIF4E_RIP_2016.csv~1.1833",NA,NA
"CCDC146","BCK_eIF4E_RIP_2016.csv~1.1763",NA,NA
"CCDC155","BCK_eIF4E_RIP_2016.csv~1.2745",NA,NA
"CCDC159","BCK_eIF4E_RIP_2016.csv~1.2664",NA,NA
"CCDC163P","BCK_eIF4E_RIP_2016.csv~1.2061",NA,NA
"CCDC174","BCK_eIF4E_RIP_2016.csv~1.1160",NA,NA
"CCDC176","BCK_eIF4E_RIP_2016.csv~1.2712",NA,NA
"CCDC19","BCK_eIF4E_RIP_2016.csv~1.3617",NA,NA
"CCDC22","BCK_eIF4E_RIP_2016.csv~1.1094",NA,NA
"CCDC24","BCK_eIF4E_RIP_2016.csv~1.3467",NA,NA
"CCDC30","BCK_eIF4E_RIP_2016.csv~1.3554",NA,NA
"CCDC47","BCK_eIF4E_RIP_2016.csv~1.190",NA,NA
"CCDC57","BCK_eIF4E_RIP_2016.csv~1.2636",NA,NA
"CCDC6","BCK_eIF4E_RIP_2016.csv~1.558",NA,NA
"CCDC61","BCK_eIF4E_RIP_2016.csv~1.2523",NA,NA
"CCDC64","BCK_eIF4E_RIP_2016.csv~1.3197",NA,NA
"CCDC65","BCK_eIF4E_RIP_2016.csv~1.3502",NA,NA
"CCDC69","BCK_eIF4E_RIP_2016.csv~1.2708",NA,NA
"CCDC84","BCK_eIF4E_RIP_2016.csv~1.2096",NA,NA
"CCDC88A","BCK_eIF4E_RIP_2016.csv~1.2",NA,NA
"CCDC88B","BCK_eIF4E_RIP_2016.csv~1.1826",NA,NA
"CCDC88C","BCK_eIF4E_RIP_2016.csv~1.2475",NA,NA
"CCDC9","BCK_eIF4E_RIP_2016.csv~1.2714",NA,NA
"CCDC93","BCK_eIF4E_RIP_2016.csv~1.1425",NA,NA
"CCDC97","BCK_eIF4E_RIP_2016.csv~1.869",NA,NA
"CCER2","BCK_eIF4E_RIP_2016.csv~1.3773",NA,NA
"CCHCR1","BCK_eIF4E_RIP_2016.csv~1.678",NA,NA
"CCM2","BCK_eIF4E_RIP_2016.csv~1.135",NA,NA
"CCNE1","BCK_eIF4E_RIP_2016.csv~1.2201",NA,NA
"CCNF","BCK_eIF4E_RIP_2016.csv~1.170",NA,NA
"CCNK","BCK_eIF4E_RIP_2016.csv~1.1775",NA,NA
"CCNL1","BCK_eIF4E_RIP_2016.csv~1.39",NA,NA
"CCNL2","BCK_eIF4E_RIP_2016.csv~1.2589",NA,NA
"CCS","BCK_eIF4E_RIP_2016.csv~1.529",NA,NA
"CCT6P3","BCK_eIF4E_RIP_2016.csv~1.565",NA,NA
"CD19","BCK_eIF4E_RIP_2016.csv~1.1360",NA,NA
"CD22","BCK_eIF4E_RIP_2016.csv~1.2459",NA,NA
"CD244","BCK_eIF4E_RIP_2016.csv~1.3531",NA,NA
"CD27-AS1","BCK_eIF4E_RIP_2016.csv~1.1886",NA,NA
"CD37","BCK_eIF4E_RIP_2016.csv~1.1558",NA,NA
"CD3EAP","BCK_eIF4E_RIP_2016.csv~1.3460",NA,NA
"CD40","BCK_eIF4E_RIP_2016.csv~1.371",NA,NA
"CD6","BCK_eIF4E_RIP_2016.csv~1.3422",NA,NA
"CD72","BCK_eIF4E_RIP_2016.csv~1.1567",NA,NA
"CD74","BCK_eIF4E_RIP_2016.csv~1.366",NA,NA
"CD97","BCK_eIF4E_RIP_2016.csv~1.1754",NA,NA
"CDC16","BCK_eIF4E_RIP_2016.csv~1.1570",NA,NA
"CDC25A","BCK_eIF4E_RIP_2016.csv~1.1636",NA,NA
"CDC25B","BCK_eIF4E_RIP_2016.csv~1.2071",NA,NA
"CDC37","BCK_eIF4E_RIP_2016.csv~1.3149",NA,NA
"CDC42BPB","BCK_eIF4E_RIP_2016.csv~1.2650",NA,NA
"CDC45","BCK_eIF4E_RIP_2016.csv~1.2651",NA,"MG_eIF4E_OE_DSG_2018.csv~1.215"
"CDC6","BCK_eIF4E_RIP_2016.csv~1.920",NA,NA
"CDCA3","BCK_eIF4E_RIP_2016.csv~1.873",NA,NA
"CDCA7","BCK_eIF4E_RIP_2016.csv~1.591",NA,NA
"CDCA7L","BCK_eIF4E_RIP_2016.csv~1.136",NA,NA
"CDCA8","BCK_eIF4E_RIP_2016.csv~1.1855",NA,NA
"CDH24","BCK_eIF4E_RIP_2016.csv~1.3191",NA,NA
"CDH26","BCK_eIF4E_RIP_2016.csv~1.3593",NA,NA
"CDH4","BCK_eIF4E_RIP_2016.csv~1.3855",NA,NA
"CDHR1","BCK_eIF4E_RIP_2016.csv~1.3477",NA,NA
"CDHR5","BCK_eIF4E_RIP_2016.csv~1.3623",NA,NA
"CDIP1","BCK_eIF4E_RIP_2016.csv~1.3680",NA,NA
"CDK10","BCK_eIF4E_RIP_2016.csv~1.1639",NA,NA
"CDK11A","BCK_eIF4E_RIP_2016.csv~1.3568",NA,"MG_eIF4E_OE_DSG_2018.csv~1.37"
"CDK11B","BCK_eIF4E_RIP_2016.csv~1.3345",NA,NA
"CDK12","BCK_eIF4E_RIP_2016.csv~1.2080",NA,NA
"CDK16","BCK_eIF4E_RIP_2016.csv~1.2787",NA,NA
"CDK18","BCK_eIF4E_RIP_2016.csv~1.3337",NA,NA
"CDK2","BCK_eIF4E_RIP_2016.csv~1.1554",NA,NA
"CDK5RAP1","BCK_eIF4E_RIP_2016.csv~1.1843",NA,NA
"CDK5RAP2","BCK_eIF4E_RIP_2016.csv~1.2399",NA,NA
"CDK5RAP3","BCK_eIF4E_RIP_2016.csv~1.2190",NA,NA
"CDK9","BCK_eIF4E_RIP_2016.csv~1.380",NA,NA
"CDR2","BCK_eIF4E_RIP_2016.csv~1.2885",NA,NA
"CDS2","BCK_eIF4E_RIP_2016.csv~1.1102",NA,NA
"CECR7","BCK_eIF4E_RIP_2016.csv~1.3420",NA,NA
"CELF1","BCK_eIF4E_RIP_2016.csv~1.1920",NA,NA
"CELF3","BCK_eIF4E_RIP_2016.csv~1.3765",NA,NA
"CELF6","BCK_eIF4E_RIP_2016.csv~1.3764",NA,NA
"CELSR1","BCK_eIF4E_RIP_2016.csv~1.227",NA,NA
"CELSR3","BCK_eIF4E_RIP_2016.csv~1.1301",NA,NA
"CENPO","BCK_eIF4E_RIP_2016.csv~1.1588",NA,NA
"CENPT","BCK_eIF4E_RIP_2016.csv~1.2369",NA,NA
"CENPV","BCK_eIF4E_RIP_2016.csv~1.1946",NA,NA
"CEP104","BCK_eIF4E_RIP_2016.csv~1.3132",NA,NA
"CEP128","BCK_eIF4E_RIP_2016.csv~1.446",NA,NA
"CEP135","BCK_eIF4E_RIP_2016.csv~1.502",NA,NA
"CEP164","BCK_eIF4E_RIP_2016.csv~1.3138",NA,"MG_eIF4E_OE_DSG_2018.csv~1.238"
"CEP170B","BCK_eIF4E_RIP_2016.csv~1.3426",NA,NA
"CEP250","BCK_eIF4E_RIP_2016.csv~1.3009",NA,NA
"CEP63","BCK_eIF4E_RIP_2016.csv~1.995",NA,NA
"CEP78","BCK_eIF4E_RIP_2016.csv~1.1010",NA,NA
"CEP85","BCK_eIF4E_RIP_2016.csv~1.1271",NA,NA
"CEP89","BCK_eIF4E_RIP_2016.csv~1.1762",NA,NA
"CEP95","BCK_eIF4E_RIP_2016.csv~1.1376",NA,NA
"CERCAM","BCK_eIF4E_RIP_2016.csv~1.2863",NA,NA
"CERK","BCK_eIF4E_RIP_2016.csv~1.850",NA,NA
"CERS2","BCK_eIF4E_RIP_2016.csv~1.1365",NA,NA
"CERS4","BCK_eIF4E_RIP_2016.csv~1.150",NA,"MG_eIF4E_OE_DSG_2018.csv~1.212;MG_eIF4E_OE_DSG_2018.csv~1.213"
"CES3","BCK_eIF4E_RIP_2016.csv~1.3269",NA,NA
"CES4A","BCK_eIF4E_RIP_2016.csv~1.2968",NA,NA
"CFDP1","BCK_eIF4E_RIP_2016.csv~1.1295",NA,NA
"CFLAR","BCK_eIF4E_RIP_2016.csv~1.254",NA,NA
"CGN","BCK_eIF4E_RIP_2016.csv~1.3821",NA,NA
"CGREF1","BCK_eIF4E_RIP_2016.csv~1.2444",NA,NA
"CHAD","BCK_eIF4E_RIP_2016.csv~1.3433",NA,NA
"CHAF1A","BCK_eIF4E_RIP_2016.csv~1.2978",NA,NA
"CHAF1B","BCK_eIF4E_RIP_2016.csv~1.2448",NA,NA
"CHAMP1","BCK_eIF4E_RIP_2016.csv~1.2188",NA,NA
"CHD1L","BCK_eIF4E_RIP_2016.csv~1.782",NA,NA
"CHD2","BCK_eIF4E_RIP_2016.csv~1.128",NA,NA
"CHD3","BCK_eIF4E_RIP_2016.csv~1.3213",NA,NA
"CHD4","BCK_eIF4E_RIP_2016.csv~1.1259",NA,NA
"CHD5","BCK_eIF4E_RIP_2016.csv~1.3599",NA,NA
"CHD6","BCK_eIF4E_RIP_2016.csv~1.1136",NA,NA
"CHD7","BCK_eIF4E_RIP_2016.csv~1.1148",NA,NA
"CHD8","BCK_eIF4E_RIP_2016.csv~1.1738",NA,NA
"CHDH","BCK_eIF4E_RIP_2016.csv~1.3602",NA,NA
"CHEK2","BCK_eIF4E_RIP_2016.csv~1.1218",NA,NA
"CHERP","BCK_eIF4E_RIP_2016.csv~1.2930",NA,NA
"CHFR","BCK_eIF4E_RIP_2016.csv~1.2546",NA,NA
"CHIT1","BCK_eIF4E_RIP_2016.csv~1.3754",NA,NA
"CHKA","BCK_eIF4E_RIP_2016.csv~1.2205",NA,NA
"CHKB","BCK_eIF4E_RIP_2016.csv~1.3465",NA,NA
"CHMP4A","BCK_eIF4E_RIP_2016.csv~1.2679",NA,NA
"CHMP4B","BCK_eIF4E_RIP_2016.csv~1.2678",NA,NA
"CHMP7","BCK_eIF4E_RIP_2016.csv~1.91",NA,NA
"CHP1","BCK_eIF4E_RIP_2016.csv~1.2306",NA,NA
"CHRNA10","BCK_eIF4E_RIP_2016.csv~1.3495",NA,NA
"CHST10","BCK_eIF4E_RIP_2016.csv~1.2362",NA,NA
"CHST11","BCK_eIF4E_RIP_2016.csv~1.1898",NA,NA
"CHST15","BCK_eIF4E_RIP_2016.csv~1.3371",NA,NA
"CHTF18","BCK_eIF4E_RIP_2016.csv~1.410",NA,NA
"CIAO1","BCK_eIF4E_RIP_2016.csv~1.2435",NA,NA
"CIB1","BCK_eIF4E_RIP_2016.csv~1.1123",NA,NA
"CIC","BCK_eIF4E_RIP_2016.csv~1.1713",NA,NA
"CIITA","BCK_eIF4E_RIP_2016.csv~1.1482",NA,NA
"CIRBP","BCK_eIF4E_RIP_2016.csv~1.16",NA,NA
"CIRH1A","BCK_eIF4E_RIP_2016.csv~1.2441",NA,NA
"CIT","BCK_eIF4E_RIP_2016.csv~1.2430",NA,"MG_eIF4E_OE_DSG_2018.csv~1.270"
"CIZ1","BCK_eIF4E_RIP_2016.csv~1.3086",NA,NA
"CLASP1","BCK_eIF4E_RIP_2016.csv~1.252",NA,NA
"CLASRP","BCK_eIF4E_RIP_2016.csv~1.2209",NA,NA
"CLCC1","BCK_eIF4E_RIP_2016.csv~1.773",NA,NA
"CLCN2","BCK_eIF4E_RIP_2016.csv~1.2620",NA,NA
"CLCN6","BCK_eIF4E_RIP_2016.csv~1.2289",NA,NA
"CLCN7","BCK_eIF4E_RIP_2016.csv~1.908",NA,NA
"CLDN15","BCK_eIF4E_RIP_2016.csv~1.2302",NA,NA
"CLEC16A","BCK_eIF4E_RIP_2016.csv~1.1759",NA,NA
"CLEC17A","BCK_eIF4E_RIP_2016.csv~1.3240",NA,NA
"CLEC4A","BCK_eIF4E_RIP_2016.csv~1.3195",NA,NA
"CLINT1","BCK_eIF4E_RIP_2016.csv~1.335",NA,NA
"CLIP1","BCK_eIF4E_RIP_2016.csv~1.1647",NA,NA
"CLK2","BCK_eIF4E_RIP_2016.csv~1.2602",NA,NA
"CLK3","BCK_eIF4E_RIP_2016.csv~1.171",NA,NA
"CLMN","BCK_eIF4E_RIP_2016.csv~1.3148",NA,NA
"CLN3","BCK_eIF4E_RIP_2016.csv~1.1736",NA,NA
"CLN6","BCK_eIF4E_RIP_2016.csv~1.2680",NA,NA
"CLPTM1","BCK_eIF4E_RIP_2016.csv~1.2777",NA,NA
"CLPTM1L","BCK_eIF4E_RIP_2016.csv~1.490",NA,NA
"CLPX","BCK_eIF4E_RIP_2016.csv~1.246",NA,NA
"CLSPN","BCK_eIF4E_RIP_2016.csv~1.2413",NA,NA
"CLSTN1","BCK_eIF4E_RIP_2016.csv~1.1381",NA,"MG_eIF4E_OE_DSG_2018.csv~1.363"
"CLSTN3","BCK_eIF4E_RIP_2016.csv~1.2761",NA,NA
"CLUAP1","BCK_eIF4E_RIP_2016.csv~1.571",NA,NA
"CLUH","BCK_eIF4E_RIP_2016.csv~1.194",NA,NA
"CMIP","BCK_eIF4E_RIP_2016.csv~1.2979",NA,NA
"CMTM4","BCK_eIF4E_RIP_2016.csv~1.3238",NA,NA
"CMTR1","BCK_eIF4E_RIP_2016.csv~1.2206",NA,NA
"CNDP2","BCK_eIF4E_RIP_2016.csv~1.2350",NA,NA
"CNN2","BCK_eIF4E_RIP_2016.csv~1.463",NA,NA
"CNNM3","BCK_eIF4E_RIP_2016.csv~1.2132",NA,NA
"CNOT1","BCK_eIF4E_RIP_2016.csv~1.146",NA,NA
"CNOT3","BCK_eIF4E_RIP_2016.csv~1.3210",NA,NA
"CNPPD1","BCK_eIF4E_RIP_2016.csv~1.592",NA,NA
"CNPY2","BCK_eIF4E_RIP_2016.csv~1.1556",NA,NA
"CNPY3","BCK_eIF4E_RIP_2016.csv~1.958",NA,NA
"CNTD1","BCK_eIF4E_RIP_2016.csv~1.3731",NA,NA
"CNTNAP1","BCK_eIF4E_RIP_2016.csv~1.3739",NA,NA
"CNTRL","BCK_eIF4E_RIP_2016.csv~1.18",NA,NA
"CNTROB","BCK_eIF4E_RIP_2016.csv~1.2095",NA,NA
"COASY","BCK_eIF4E_RIP_2016.csv~1.112",NA,NA
"COG1","BCK_eIF4E_RIP_2016.csv~1.2697",NA,NA
"COG3","BCK_eIF4E_RIP_2016.csv~1.534",NA,NA
"COG4","BCK_eIF4E_RIP_2016.csv~1.2371",NA,NA
"COG7","BCK_eIF4E_RIP_2016.csv~1.1716",NA,NA
"COL11A2","BCK_eIF4E_RIP_2016.csv~1.3399",NA,NA
"COL18A1","BCK_eIF4E_RIP_2016.csv~1.2319",NA,NA
"COL4A3","BCK_eIF4E_RIP_2016.csv~1.941",NA,NA
"COL4A3BP","BCK_eIF4E_RIP_2016.csv~1.473",NA,NA
"COL4A4","BCK_eIF4E_RIP_2016.csv~1.302",NA,NA
"COL5A1","BCK_eIF4E_RIP_2016.csv~1.868",NA,NA
"COL9A3","BCK_eIF4E_RIP_2016.csv~1.2323",NA,NA
"COLEC11","BCK_eIF4E_RIP_2016.csv~1.3285",NA,NA
"COLGALT1","BCK_eIF4E_RIP_2016.csv~1.2337",NA,NA
"COPA","BCK_eIF4E_RIP_2016.csv~1.971",NA,NA
"COPG1","BCK_eIF4E_RIP_2016.csv~1.964",NA,NA
"COPS6","BCK_eIF4E_RIP_2016.csv~1.2039",NA,NA
"COPS7A","BCK_eIF4E_RIP_2016.csv~1.1231",NA,NA
"COPS7B","BCK_eIF4E_RIP_2016.csv~1.3021",NA,NA
"COQ4","BCK_eIF4E_RIP_2016.csv~1.1073",NA,NA
"COQ5","BCK_eIF4E_RIP_2016.csv~1.647",NA,NA
"COQ6","BCK_eIF4E_RIP_2016.csv~1.1690",NA,NA
"COQ9","BCK_eIF4E_RIP_2016.csv~1.2280",NA,"MG_eIF4E_OE_DSG_2018.csv~1.210"
"CORO1C","BCK_eIF4E_RIP_2016.csv~1.1020",NA,NA
"CORO2A","BCK_eIF4E_RIP_2016.csv~1.3579",NA,NA
"CORO7","BCK_eIF4E_RIP_2016.csv~1.3633",NA,NA
"COX19","BCK_eIF4E_RIP_2016.csv~1.713",NA,NA
"CPNE1","BCK_eIF4E_RIP_2016.csv~1.865",NA,NA
"CPNE5","BCK_eIF4E_RIP_2016.csv~1.2774",NA,NA
